Datetime,CO(GT)
2004-08-27170000,19.0
2004-08-27180000,2.0
2004-08-27190000,23.0
2004-08-27200000,24.0
2004-08-27210000,18.0
2004-08-27220000,17.0
2004-08-27230000,12.0
2004-08-28000000,8.0
2004-08-28010000,7.0
2004-08-28020000,6.0
2004-08-28030000,6.0
2004-08-28040000,6.0
2004-08-28050000,4.0
2004-08-28060000,5.0
2004-08-28070000,7.0
2004-08-28080000,12.0
2004-08-28090000,17.0
2004-08-28100000,18.0
2004-08-28110000,15.0
2004-08-28120000,12.0
2004-08-28130000,11.0
2004-08-31140000,29.0
2004-08-31150000,19.0
2004-08-31160000,14.0
2004-08-31170000,2.0
2004-08-31180000,27.0
2004-08-31190000,28.0
2004-08-31200000,2.0
2004-08-31210000,21.0
2004-08-31220000,2.0
2004-08-31230000,18.0
2004-09-01000000,19.0
2004-09-01010000,13.0
2004-09-01020000,7.0
2004-09-01030000,5.0
2004-09-01040000,5.0
2004-09-01050000,6.0
2004-09-01060000,13.0
2004-09-01070000,36.0
2004-09-01080000,49.0
2004-09-01090000,39.0
2004-09-01100000,22.0
2004-09-01110000,19.0
2004-09-01120000,22.0
2004-09-01130000,2.0
2004-09-01140000,17.0
2004-09-01150000,2.0
2004-09-01160000,21.0
2004-09-01170000,32.0
2004-09-01180000,4.0
2004-09-01190000,44.0
2004-09-01200000,3.0
2004-09-01210000,22.0
2004-09-01220000,17.0
2004-09-01230000,19.0
2004-09-02000000,2.0
2004-09-02010000,15.0
2004-09-02020000,8.0
2004-09-02030000,6.0
2004-09-02040000,6.0
2004-09-02050000,7.0
2004-09-02060000,8.0
2004-09-02070000,29.0
2004-09-02080000,52.0
2004-09-02090000,33.0
2004-09-03170000,46.0
2004-09-03180000,43.0
2004-09-03190000,49.0
2004-09-03200000,4.0
2004-09-03210000,26.0
2004-09-03220000,13.0
2004-09-03230000,15.0
2004-09-04000000,22.0
2004-09-04010000,12.0
2004-09-04020000,9.0
2004-09-04030000,8.0
2004-09-04040000,8.0
2004-09-04050000,8.0
2004-09-04060000,1.0
2004-09-04070000,17.0
2004-09-04080000,19.0
2004-09-04090000,2.0
2004-09-04100000,22.0
2004-09-04110000,23.0
2004-09-04120000,23.0
2004-09-04130000,18.0
2004-09-04140000,14.0
2004-09-04150000,16.0
2004-09-04160000,23.0
2004-09-04170000,24.0
2004-09-04180000,21.0
2004-09-04190000,18.0
2004-09-04200000,17.0
2004-09-04210000,19.0
2004-09-04220000,16.0
2004-09-04230000,26.0
2004-09-05000000,58.0
2004-09-05010000,3.0
2004-09-05020000,15.0
2004-09-05030000,9.0
2004-09-05040000,11.0
2004-09-05050000,9.0
2004-09-05060000,7.0
2004-09-05070000,6.0
2004-09-05080000,7.0
2004-09-05090000,8.0
2004-09-05100000,9.0
2004-09-05110000,1.0
2004-09-05120000,9.0
2004-09-05130000,7.0
2004-09-05140000,6.0
2004-09-05150000,6.0
2004-09-05160000,8.0
2004-09-05170000,9.0
2004-09-05180000,11.0
2004-09-05190000,17.0
2004-09-05200000,15.0
2004-09-05210000,16.0
2004-09-05220000,17.0
2004-09-05230000,13.0
2004-09-06000000,13.0
2004-09-06010000,1.0
2004-09-06020000,6.0
2004-09-06030000,5.0
2004-09-06050000,4.0
2004-09-06060000,7.0
2004-09-06070000,18.0
2004-09-06080000,19.0
2004-09-06090000,17.0
2004-09-06100000,13.0
2004-09-06110000,14.0
2004-09-06120000,13.0
2004-09-06130000,14.0
2004-09-06140000,12.0
2004-09-06150000,13.0
2004-09-06160000,15.0
2004-09-06170000,23.0
2004-09-06180000,26.0
2004-09-06190000,29.0
2004-09-06200000,18.0
2004-09-06210000,13.0
2004-09-06220000,13.0
2004-09-06230000,12.0
2004-09-07000000,12.0
2004-09-07010000,8.0
2004-09-07020000,6.0
2004-09-07030000,6.0
2004-09-07040000,6.0
2004-09-07050000,7.0
2004-09-07060000,13.0
2004-09-07070000,25.0
2004-09-07080000,34.0
2004-09-07090000,21.0
2004-09-07100000,22.0
2004-09-07110000,17.0
2004-09-07120000,21.0
2004-09-07130000,22.0
2004-09-07140000,14.0
2004-09-07150000,14.0
2004-09-07160000,16.0
2004-09-07170000,23.0
2004-09-07180000,33.0
2004-09-07190000,41.0
2004-09-07200000,33.0
2004-09-07210000,22.0
2004-09-08170000,34.0
2004-09-08180000,4.0
2004-09-08190000,47.0
2004-09-08200000,38.0
2004-09-08210000,28.0
2004-09-08220000,26.0
2004-09-08230000,2.0
2004-09-09000000,14.0
2004-09-09010000,12.0
2004-09-09020000,6.0
2004-09-09030000,3.0
2004-09-09040000,2.0
2004-09-09050000,4.0
2004-09-09060000,6.0
2004-09-09070000,3.0
2004-09-09080000,32.0
2004-09-09090000,35.0
2004-09-09100000,31.0
2004-09-09110000,22.0
2004-09-09120000,17.0
2004-09-09130000,2.0
2004-09-09140000,25.0
2004-09-09150000,24.0
2004-09-09160000,29.0
2004-09-09170000,42.0
2004-09-09180000,54.0
2004-09-09190000,43.0
2004-09-09200000,36.0
2004-09-09210000,2.0
2004-09-09220000,15.0
2004-09-09230000,15.0
2004-09-10000000,12.0
2004-09-10010000,1.0
2004-09-10020000,5.0
2004-09-10030000,5.0
2004-09-10040000,4.0
2004-09-10050000,5.0
2004-09-10060000,7.0
2004-09-10070000,24.0
2004-09-10080000,41.0
2004-09-10090000,3.0
2004-09-10100000,2.0
2004-09-10110000,25.0
2004-09-10120000,24.0
2004-09-10130000,26.0
2004-09-10140000,19.0
2004-09-10150000,21.0
2004-09-10160000,25.0
2004-09-10170000,27.0
2004-09-10180000,33.0
2004-09-10190000,32.0
2004-09-10200000,26.0
2004-09-10210000,14.0
2004-09-10220000,16.0
2004-09-10230000,17.0
2004-09-11000000,16.0
2004-09-13100000,31.0
2004-09-13110000,29.0
2004-09-13120000,3.0
2004-09-13130000,3.0
2004-09-13140000,22.0
2004-09-13150000,2.0
2004-09-13160000,23.0
2004-09-13170000,31.0
2004-09-13190000,62.0
2004-09-13200000,47.0
2004-09-13210000,3.0
2004-09-13220000,21.0
2004-09-13230000,1.0
2004-09-14000000,8.0
2004-09-14010000,7.0
2004-09-15170000,33.0
2004-09-15180000,61.0
2004-09-15190000,67.0
2004-09-15200000,44.0
2004-09-15210000,19.0
2004-09-15220000,18.0
2004-09-15230000,15.0
2004-09-16000000,16.0
2004-09-16010000,8.0
2004-09-16020000,5.0
2004-09-16030000,7.0
2004-09-16040000,6.0
2004-09-16050000,9.0
2004-09-16060000,14.0
2004-09-16070000,42.0
2004-09-16080000,41.0
2004-09-16090000,36.0
2004-09-16100000,25.0
2004-09-16110000,13.0
2004-09-16120000,17.0
2004-09-16130000,21.0
2004-09-16140000,17.0
2004-09-16150000,19.0
2004-09-16160000,23.0
2004-09-16170000,33.0
2004-09-16180000,35.0
2004-09-16190000,36.0
2004-09-16200000,29.0
2004-09-16210000,2.0
2004-09-16220000,19.0
2004-09-16230000,15.0
2004-09-17000000,11.0
2004-09-17010000,8.0
2004-09-17020000,5.0
2004-09-17030000,4.0
2004-09-17040000,3.0
2004-09-17050000,3.0
2004-09-17060000,5.0
2004-09-17070000,24.0
2004-09-17080000,22.0
2004-09-17090000,14.0
2004-09-17100000,16.0
2004-09-17110000,16.0
2004-09-17120000,16.0
2004-09-17130000,21.0
2004-09-17140000,11.0
2004-09-17150000,16.0
2004-09-17160000,24.0
2004-09-17170000,29.0
2004-09-17180000,27.0
2004-09-17190000,31.0
2004-09-17200000,22.0
2004-09-17210000,15.0
2004-09-17220000,12.0
2004-09-17230000,13.0
2004-09-18000000,14.0
2004-09-18010000,9.0
2004-09-18020000,7.0
2004-09-18030000,6.0
2004-09-18050000,5.0
2004-09-18060000,8.0
2004-09-18070000,12.0
2004-09-18080000,11.0
2004-09-18090000,16.0
2004-09-18100000,14.0
2004-09-18110000,12.0
2004-09-18120000,14.0
2004-09-18130000,16.0
2004-09-18140000,11.0
2004-09-18150000,11.0
2004-09-18160000,13.0
2004-09-18170000,15.0
2004-09-18180000,2.0
2004-09-18190000,24.0
2004-09-18200000,2.0
2004-09-18210000,15.0
2004-09-18220000,17.0
2004-09-18230000,25.0
2004-09-19000000,22.0
2004-09-19010000,14.0
2004-09-19020000,12.0
2004-09-19030000,12.0
2004-09-19040000,9.0
2004-09-19050000,5.0
2004-09-19060000,6.0
2004-09-19070000,1.0
2004-09-19080000,13.0
2004-09-19090000,17.0
2004-09-19100000,22.0
2004-09-19110000,21.0
2004-09-19120000,22.0
2004-09-19130000,2.0
2004-09-19140000,2.0
2004-09-19150000,12.0
2004-09-19160000,18.0
2004-09-19170000,43.0
2004-09-19180000,38.0
2004-09-19190000,44.0
2004-09-19200000,38.0
2004-09-19210000,19.0
2004-09-19220000,17.0
2004-09-19230000,18.0
2004-09-20000000,11.0
2004-09-20010000,8.0
2004-09-20020000,7.0
2004-09-20030000,6.0
2004-09-20040000,5.0
2004-09-20050000,5.0
2004-09-20060000,9.0
2004-09-20070000,35.0
2004-09-20090000,57.0
2004-09-20100000,35.0
2004-09-20110000,37.0
2004-09-20120000,31.0
2004-09-20130000,3.0
2004-09-20140000,26.0
2004-09-20150000,24.0
2004-09-20160000,26.0
2004-09-20170000,5.0
2004-09-20180000,56.0
2004-09-20190000,65.0
2004-09-20200000,41.0
2004-09-20210000,21.0
2004-09-20220000,2.0
2004-09-20230000,14.0
2004-09-21000000,8.0
2004-09-21010000,8.0
2004-09-21020000,6.0
2004-09-21030000,5.0
2004-09-21040000,4.0
2004-09-21050000,6.0
2004-09-21060000,14.0
2004-09-21070000,56.0
2004-09-21080000,73.0
2004-09-21090000,53.0
2004-09-21100000,44.0
2004-09-21110000,31.0
2004-09-21120000,33.0
2004-09-21130000,38.0
2004-09-21140000,23.0
2004-09-21150000,26.0
2004-09-21160000,32.0
2004-09-21170000,5.0
2004-09-21180000,56.0
2004-09-21190000,54.0
2004-09-21200000,44.0
2004-09-21210000,24.0
2004-09-21220000,15.0
2004-09-21230000,13.0
2004-09-22000000,11.0
2004-09-22010000,1.0
2004-09-22020000,6.0
2004-09-22030000,5.0
2004-09-22040000,6.0
2004-09-22050000,8.0
2004-09-22060000,15.0
2004-09-22070000,41.0
2004-09-22080000,55.0
2004-09-22090000,55.0
2004-09-22100000,37.0
2004-09-22110000,33.0
2004-09-22120000,25.0
2004-09-22130000,26.0
2004-09-22140000,22.0
2004-09-22150000,26.0
2004-09-22160000,29.0
2004-09-22170000,5.0
2004-09-22180000,51.0
2004-09-22190000,52.0
2004-09-22200000,38.0
2004-09-22210000,22.0
2004-09-22220000,21.0
2004-09-22230000,18.0
2004-09-23000000,16.0
2004-09-23010000,14.0
2004-09-23020000,8.0
2004-09-23030000,5.0
2004-09-23050000,5.0
2004-09-23060000,9.0
2004-09-23070000,32.0
2004-09-23080000,28.0
2004-09-23090000,27.0
2004-09-23100000,24.0
2004-09-23110000,27.0
2004-09-23120000,28.0
2004-09-23130000,29.0
2004-09-23140000,26.0
2004-09-23150000,26.0
2004-09-23160000,32.0
2004-09-23170000,46.0
2004-09-23180000,49.0
2004-09-23190000,47.0
2004-09-23200000,33.0
2004-09-23210000,23.0
2004-09-23220000,21.0
2004-09-23230000,17.0
2004-09-24000000,1.0
2004-09-24010000,9.0
2004-09-24020000,7.0
2004-09-24030000,4.0
2004-09-24040000,4.0
2004-09-24050000,5.0
2004-09-24060000,13.0
2004-09-24070000,35.0
2004-09-24080000,55.0
2004-09-24090000,56.0
2004-09-24100000,34.0
2004-09-24110000,32.0
2004-09-24120000,37.0
2004-09-24130000,46.0
2004-09-24140000,42.0
2004-09-24150000,33.0
2004-09-24160000,27.0
2004-09-24170000,22.0
2004-09-24180000,28.0
2004-09-24190000,29.0
2004-09-24200000,2.0
2004-09-24210000,7.0
2004-09-24220000,6.0
2004-09-24230000,12.0
2004-09-25000000,12.0
2004-09-25010000,11.0
2004-09-25020000,6.0
2004-09-25030000,3.0
2004-09-25040000,3.0
2004-09-25050000,3.0
2004-09-25060000,4.0
2004-09-25070000,6.0
2004-09-25080000,7.0
2004-09-25090000,1.0
2004-09-25100000,11.0
2004-09-25110000,15.0
2004-09-25120000,14.0
2004-09-25130000,14.0
2004-09-25140000,1.0
2004-09-25150000,9.0
2004-09-25160000,11.0
2004-09-25170000,13.0
2004-09-25180000,18.0
2004-09-25190000,24.0
2004-09-25200000,27.0
2004-09-25210000,17.0
2004-09-25220000,22.0
2004-09-25230000,28.0
2004-09-26000000,24.0
2004-09-26010000,25.0
2004-09-26020000,14.0
2004-09-26030000,14.0
2004-09-26050000,9.0
2004-09-26060000,6.0
2004-09-26070000,1.0
2004-09-26080000,16.0
2004-09-26090000,9.0
2004-09-26100000,9.0
2004-09-26110000,1.0
2004-09-26120000,1.0
2004-09-26130000,9.0
2004-09-26140000,9.0
2004-09-26150000,9.0
2004-09-26160000,9.0
2004-09-26170000,27.0
2004-09-26180000,22.0
2004-09-26190000,33.0
2004-09-26200000,21.0
2004-09-26210000,18.0
2004-09-26220000,19.0
2004-09-26230000,23.0
2004-09-27000000,19.0
2004-09-27010000,13.0
2004-09-27020000,1.0
2004-09-27030000,6.0
2004-09-27040000,6.0
2004-09-27050000,9.0
2004-09-27060000,15.0
2004-09-27070000,55.0
2004-09-27080000,4.0
2004-09-27090000,18.0
2004-09-27100000,19.0
2004-09-27110000,17.0
2004-09-27120000,16.0
2004-09-27130000,19.0
2004-09-27140000,16.0
2004-09-27150000,18.0
2004-09-27160000,2.0
2004-09-27170000,31.0
2004-09-27180000,39.0
2004-09-27190000,43.0
2004-09-27200000,35.0
2004-09-27210000,24.0
2004-09-27220000,15.0
2004-09-27230000,13.0
2004-09-28000000,1.0
2004-09-28010000,8.0
2004-09-28020000,5.0
2004-09-28030000,4.0
2004-09-28040000,5.0
2004-09-28050000,7.0
2004-09-28060000,12.0
2004-09-28070000,24.0
2004-09-28080000,43.0
2004-09-28090000,41.0
2004-09-28100000,37.0
2004-09-28110000,34.0
2004-09-28120000,38.0
2004-09-28130000,41.0
2004-09-28140000,34.0
2004-09-28150000,23.0
2004-09-28160000,32.0
2004-09-28170000,48.0
2004-09-28180000,67.0
2004-09-28190000,75.0
2004-09-28200000,45.0
2004-09-28210000,21.0
2004-09-28220000,15.0
2004-09-28230000,11.0
2004-09-29000000,11.0
2004-09-29010000,9.0
2004-09-29020000,5.0
2004-09-29030000,4.0
2004-09-29050000,4.0
2004-09-29060000,7.0
2004-09-29070000,2.0
2004-09-29080000,42.0
2004-09-29090000,52.0
2004-09-29100000,38.0
2004-09-29110000,37.0
2004-09-29120000,34.0
2004-09-29130000,31.0
2004-09-29140000,24.0
2004-09-29150000,28.0
2004-09-29160000,36.0
2004-09-29170000,4.0
2004-09-29180000,56.0
2004-09-29190000,63.0
2004-09-29200000,47.0
2004-09-29210000,19.0
2004-09-29220000,19.0
2004-09-29230000,12.0
2004-09-30000000,9.0
2004-09-30120000,17.0
2004-09-30130000,17.0
2004-09-30140000,22.0
2004-09-30150000,28.0
2004-09-30160000,39.0
2004-09-30170000,65.0
2004-09-30180000,63.0
2004-09-30190000,57.0
2004-09-30200000,44.0
2004-09-30210000,16.0
2004-09-30220000,15.0
2004-09-30230000,17.0
2004-10-01000000,19.0
2004-10-01010000,16.0
2004-10-01020000,13.0
2004-10-01030000,8.0
2004-10-01040000,6.0
2004-10-01050000,7.0
2004-10-01060000,16.0
2004-10-01070000,29.0
2004-10-01080000,41.0
2004-10-01090000,37.0
2004-10-01100000,36.0
2004-10-01110000,34.0
2004-10-01120000,37.0
2004-10-01130000,41.0
2004-10-01140000,32.0
2004-10-01150000,24.0
2004-10-01160000,34.0
2004-10-01170000,56.0
2004-10-07160000,29.0
2004-10-07170000,54.0
2004-10-07180000,53.0
2004-10-07190000,67.0
2004-10-07200000,7.0
2004-10-07210000,28.0
2004-10-07220000,17.0
2004-10-07230000,17.0
2004-10-08000000,17.0
2004-10-08010000,12.0
2004-10-08020000,7.0
2004-10-08030000,7.0
2004-10-08040000,8.0
2004-10-08050000,9.0
2004-10-08060000,17.0
2004-10-08070000,57.0
2004-10-08080000,43.0
2004-10-08090000,39.0
2004-10-08100000,51.0
2004-10-08110000,37.0
2004-10-08120000,33.0
2004-10-08130000,36.0
2004-10-08140000,32.0
2004-10-08150000,35.0
2004-10-08160000,24.0
2004-10-08170000,29.0
2004-10-08180000,23.0
2004-10-08190000,31.0
2004-10-08200000,29.0
2004-10-08210000,15.0
2004-10-08220000,15.0
2004-10-08230000,17.0
2004-10-09000000,16.0
2004-10-09010000,13.0
2004-10-09020000,14.0
2004-10-09030000,9.0
2004-10-09040000,9.0
2004-10-09050000,13.0
2004-10-09060000,13.0
2004-10-09070000,29.0
2004-10-09080000,32.0
2004-10-09090000,34.0
2004-10-09100000,36.0
2004-10-09110000,23.0
2004-10-09120000,31.0
2004-10-09130000,33.0
2004-10-09140000,19.0
2004-10-09150000,26.0
2004-10-09160000,27.0
2004-10-09170000,37.0
2004-10-09180000,38.0
2004-10-09190000,48.0
2004-10-09200000,35.0
2004-10-09210000,22.0
2004-10-09220000,15.0
2004-10-09230000,34.0
2004-10-10000000,37.0
2004-10-10010000,2.0
2004-10-10020000,14.0
2004-10-10030000,11.0
2004-10-10050000,7.0
2004-10-10060000,12.0
2004-10-10070000,13.0
2004-10-10080000,11.0
2004-10-10090000,1.0
2004-10-10100000,12.0
2004-10-10110000,19.0
2004-10-10120000,23.0
2004-10-10130000,16.0
2004-10-10140000,13.0
2004-10-10150000,18.0
2004-10-10160000,17.0
2004-10-10170000,18.0
2004-10-10180000,2.0
2004-10-10190000,22.0
2004-10-10200000,16.0
2004-10-10210000,13.0
2004-10-10220000,15.0
2004-10-10230000,15.0
2004-10-11000000,13.0
2004-10-11010000,14.0
2004-10-11020000,5.0
2004-10-11030000,4.0
2004-10-11040000,4.0
2004-10-11050000,6.0
2004-10-11060000,11.0
2004-10-11070000,29.0
2004-10-11080000,35.0
2004-10-11090000,46.0
2004-10-11100000,34.0
2004-10-11110000,23.0
2004-10-11120000,27.0
2004-10-11130000,31.0
2004-10-11140000,32.0
2004-10-11150000,25.0
2004-10-11160000,34.0
2004-10-11170000,48.0
2004-10-11180000,45.0
2004-10-11190000,4.0
2004-10-11200000,32.0
2004-10-11210000,19.0
2004-10-11220000,19.0
2004-10-11230000,13.0
2004-10-12000000,11.0
2004-10-12010000,1.0
2004-10-12020000,5.0
2004-10-12030000,6.0
2004-10-12040000,5.0
2004-10-12050000,8.0
2004-10-12060000,12.0
2004-10-12070000,27.0
2004-10-12080000,3.0
2004-10-13090000,15.0
2004-10-13100000,12.0
2004-10-20160000,47.0
2004-10-20170000,8.0
2004-10-20180000,77.0
2004-10-20190000,68.0
2004-10-20200000,6.0
2004-10-20210000,47.0
2004-10-20220000,34.0
2004-10-20230000,39.0
2004-10-21000000,44.0
2004-10-21010000,33.0
2004-10-21020000,2.0
2004-10-21030000,15.0
2004-10-21050000,8.0
2004-10-21060000,13.0
2004-10-21070000,27.0
2004-10-21080000,36.0
2004-10-21090000,36.0
2004-10-21100000,26.0
2004-10-21110000,2.0
2004-10-21120000,33.0
2004-10-21130000,26.0
2004-10-21140000,21.0
2004-10-21150000,29.0
2004-10-21160000,3.0
2004-10-21170000,32.0
2004-10-21180000,44.0
2004-10-21190000,6.0
2004-10-21200000,5.0
2004-10-21210000,43.0
2004-10-21220000,43.0
2004-10-21230000,42.0
2004-10-22000000,22.0
2004-10-22010000,13.0
2004-10-22020000,1.0
2004-10-22030000,7.0
2004-10-22050000,9.0
2004-10-22060000,1.0
2004-10-22070000,28.0
2004-10-22080000,41.0
2004-10-22090000,29.0
2004-10-22100000,27.0
2004-10-22110000,21.0
2004-10-22120000,24.0
2004-10-22130000,38.0
2004-10-22140000,37.0
2004-10-22150000,37.0
2004-10-22160000,55.0
2004-10-22170000,54.0
2004-10-22180000,84.0
2004-10-22190000,68.0
2004-10-22200000,45.0
2004-10-22210000,25.0
2004-10-22220000,16.0
2004-10-22230000,17.0
2004-10-23000000,17.0
2004-10-23010000,11.0
2004-10-23020000,1.0
2004-10-23030000,8.0
2004-10-23050000,7.0
2004-10-23060000,12.0
2004-10-23070000,23.0
2004-10-23080000,3.0
2004-10-23090000,33.0
2004-10-23100000,28.0
2004-10-23110000,3.0
2004-10-23120000,34.0
2004-10-23130000,3.0
2004-10-23140000,23.0
2004-10-23150000,31.0
2004-10-23160000,3.0
2004-10-23170000,33.0
2004-10-23180000,4.0
2004-10-23190000,46.0
2004-10-23200000,41.0
2004-10-23210000,23.0
2004-10-23220000,26.0
2004-10-23230000,26.0
2004-10-24000000,29.0
2004-10-24010000,21.0
2004-10-24020000,21.0
2004-10-24030000,15.0
2004-10-24050000,14.0
2004-10-24060000,12.0
2004-10-24070000,15.0
2004-10-24080000,9.0
2004-10-24090000,14.0
2004-10-24100000,21.0
2004-10-24110000,16.0
2004-10-24120000,15.0
2004-10-24130000,11.0
2004-10-24140000,14.0
2004-10-24150000,2.0
2004-10-24160000,2.0
2004-10-24170000,25.0
2004-10-24180000,43.0
2004-10-24190000,52.0
2004-10-24200000,34.0
2004-10-24210000,13.0
2004-10-24220000,12.0
2004-10-24230000,17.0
2004-10-25000000,17.0
2004-10-25010000,14.0
2004-10-25020000,9.0
2004-10-25030000,7.0
2004-10-25050000,9.0
2004-10-25060000,12.0
2004-10-25070000,32.0
2004-10-25080000,44.0
2004-10-25090000,35.0
2004-10-25100000,32.0
2004-10-25110000,3.0
2004-10-25120000,35.0
2004-10-25130000,4.0
2004-10-25140000,38.0
2004-10-25150000,42.0
2004-10-25160000,5.0
2004-10-25170000,79.0
2004-10-25180000,84.0
2004-10-25190000,8.0
2004-10-25200000,64.0
2004-10-25210000,35.0
2004-10-25220000,35.0
2004-10-25230000,19.0
2004-10-26000000,22.0
2004-10-26010000,16.0
2004-10-26020000,1.0
2004-10-26030000,1.0
2004-10-26050000,9.0
2004-10-26060000,14.0
2004-10-26070000,3.0
2004-10-26080000,45.0
2004-10-26090000,38.0
2004-10-26100000,34.0
2004-10-26110000,35.0
2004-10-26120000,44.0
2004-10-26130000,4.0
2004-10-26140000,45.0
2004-10-26150000,53.0
2004-10-26160000,58.0
2004-10-26170000,84.0
2004-10-26180000,95.0
2004-10-26190000,62.0
2004-10-26200000,5.0
2004-10-26210000,21.0
2004-10-26220000,14.0
2004-10-26230000,16.0
2004-10-27000000,2.0
2004-10-27010000,12.0
2004-10-27020000,8.0
2004-10-27030000,6.0
2004-10-27050000,7.0
2004-10-27060000,17.0
2004-10-27070000,34.0
2004-10-27080000,49.0
2004-10-27090000,27.0
2004-10-27100000,32.0
2004-10-27110000,27.0
2004-10-27120000,32.0
2004-10-27130000,41.0
2004-10-27140000,36.0
2004-10-27150000,28.0
2004-10-27160000,21.0
2004-10-27170000,24.0
2004-10-27180000,36.0
2004-10-27190000,26.0
2004-10-27200000,28.0
2004-10-27210000,14.0
2004-10-27220000,11.0
2004-10-27230000,13.0
2004-10-28000000,9.0
2004-10-28010000,1.0
2004-10-28020000,9.0
2004-10-28030000,7.0
2004-10-28050000,8.0
2004-10-28060000,16.0
2004-10-28070000,34.0
2004-10-28080000,44.0
2004-10-28090000,35.0
2004-10-28100000,34.0
2004-10-28110000,24.0
2004-10-28120000,23.0
2004-10-28130000,26.0
2004-10-28140000,29.0
2004-10-28150000,44.0
2004-10-28160000,5.0
2004-10-28170000,65.0
2004-10-28180000,59.0
2004-10-28190000,27.0
2004-10-28200000,25.0
2004-10-28210000,15.0
2004-10-28220000,1.0
2004-10-28230000,12.0
2004-10-29000000,1.0
2004-10-29010000,8.0
2004-10-29020000,6.0
2004-10-29030000,6.0
2004-10-29050000,11.0
2004-10-29060000,13.0
2004-10-29070000,29.0
2004-10-29080000,37.0
2004-10-29090000,3.0
2004-10-29100000,14.0
2004-10-29110000,26.0
2004-10-29120000,42.0
2004-10-29130000,51.0
2004-10-29140000,55.0
2004-10-29150000,45.0
2004-10-29160000,27.0
2004-10-29170000,31.0
2004-10-29180000,42.0
2004-10-29190000,31.0
2004-10-29200000,17.0
2004-10-29210000,18.0
2004-10-29220000,17.0
2004-10-29230000,21.0
2004-10-30000000,24.0
2004-10-30010000,18.0
2004-10-30020000,15.0
2004-10-30030000,14.0
2004-10-30050000,1.0
2004-10-30060000,14.0
2004-10-30070000,24.0
2004-10-30080000,31.0
2004-10-30090000,3.0
2004-10-30100000,27.0
2004-10-30110000,4.0
2004-10-30120000,37.0
2004-10-30130000,34.0
2004-10-30140000,34.0
2004-10-30150000,32.0
2004-10-30160000,39.0
2004-10-30170000,37.0
2004-10-30180000,43.0
2004-10-30190000,49.0
2004-10-30200000,4.0
2004-10-30210000,28.0
2004-10-30220000,24.0
2004-10-30230000,19.0
2004-10-31000000,2.0
2004-10-31010000,15.0
2004-10-31020000,13.0
2004-10-31030000,1.0
2004-10-31050000,5.0
2004-10-31060000,4.0
2004-10-31070000,4.0
2004-10-31080000,9.0
2004-10-31090000,13.0
2004-10-31100000,21.0
2004-10-31110000,24.0
2004-10-31120000,2.0
2004-10-31130000,18.0
2004-10-31140000,15.0
2004-10-31150000,16.0
2004-10-31160000,22.0
2004-10-31170000,23.0
2004-10-31180000,66.0
2004-10-31190000,47.0
2004-10-31200000,41.0
2004-10-31210000,41.0
2004-10-31220000,27.0
2004-10-31230000,26.0
2004-11-01000000,32.0
2004-11-01010000,37.0
2004-11-01020000,35.0
2004-11-01030000,3.0
2004-11-01050000,27.0
2004-11-01060000,18.0
2004-11-01070000,13.0
2004-11-01080000,15.0
2004-11-01090000,19.0
2004-11-01100000,22.0
2004-11-01110000,26.0
2004-11-01120000,27.0
2004-11-01130000,25.0
2004-11-01140000,15.0
2004-11-01150000,2.0
2004-11-01160000,31.0
2004-11-01170000,37.0
2004-11-01180000,4.0
2004-11-01190000,41.0
2004-11-01200000,31.0
2004-11-01210000,32.0
2004-11-01220000,32.0
2004-11-01230000,27.0
2004-11-02000000,23.0
2004-11-02010000,16.0
2004-11-02020000,11.0
2004-11-02030000,7.0
2004-11-02050000,6.0
2004-11-02060000,5.0
2004-11-02070000,15.0
2004-11-02080000,34.0
2004-11-02090000,44.0
2004-11-02100000,44.0
2004-11-02110000,58.0
2004-11-02120000,49.0
2004-11-02130000,51.0
2004-11-02140000,75.0
2004-11-02150000,58.0
2004-11-02160000,59.0
2004-11-02170000,68.0
2004-11-02180000,79.0
2004-11-02190000,8.0
2004-11-02200000,92.0
2004-11-02210000,59.0
2004-11-02220000,37.0
2004-11-02230000,26.0
2004-11-03000000,11.0
2004-11-03010000,26.0
2004-11-03020000,22.0
2004-11-03030000,9.0
2004-11-03050000,5.0
2004-11-03060000,7.0
2004-11-03070000,13.0
2004-11-03080000,22.0
2004-11-03090000,37.0
2004-11-03100000,37.0
2004-11-03110000,34.0
2004-11-03120000,34.0
2004-11-03130000,26.0
2004-11-03140000,25.0
2004-11-03150000,25.0
2004-11-03160000,27.0
2004-11-03170000,32.0
2004-11-03180000,37.0
2004-11-03190000,46.0
2004-11-03200000,33.0
2004-11-03210000,24.0
2004-11-03220000,28.0
2004-11-03230000,27.0
2004-11-04000000,18.0
2004-11-04010000,11.0
2004-11-04020000,12.0
2004-11-04030000,8.0
2004-11-04040000,6.0
2004-11-04050000,5.0
2004-11-04060000,7.0
2004-11-04070000,8.0
2004-11-04080000,35.0
2004-11-04090000,36.0
2004-11-04180000,87.0
2004-11-04190000,58.0
2004-11-04200000,43.0
2004-11-04210000,36.0
2004-11-04220000,39.0
2004-11-04230000,24.0
2004-11-05000000,16.0
2004-11-05010000,18.0
2004-11-05020000,15.0
2004-11-05030000,7.0
2004-11-05040000,5.0
2004-11-05050000,4.0
2004-11-05060000,5.0
2004-11-05070000,8.0
2004-11-05080000,2.0
2004-11-05090000,62.0
2004-11-05100000,45.0
